title,desc,type,ownership,NAMOBJ,WADMKC,WADMKK,prices,prices_billion,beds,baths,floors,furnished,building,land
Rumah an per bulanRumah di pinggir jalan kota Mataram Mataram Kota Mataram Rumah di pinggir jalan kota Mataram code Luas tanah ( are) Lokasi stratetgis pusat,Rumah di pinggir jalan kota Mataram code 399 Luas tanah 450 m2 (45 are) Lokasi stratetgis pusat,Rumah,,,Mataram,Kota Mataram,5500000000,5.50,3,2,,,300,450
Rumah an per bulanRumah dan Gudang dekat RSUD selongSelong Lombok Timur Rumah dan Gudang dekat RSUD selong code Luas tanah ( are) Luas bangunan Ukuran,Rumah dan Gudang dekat RSUD selong code 119 Luas tanah 1200 m2 (12 are) Luas bangunan 500 m2 Ukuran,Rumah,,Kelurahan Pancor,Kecamatan Selong,Lombok Timur,2500000000,2.50,4,3,,,500,1200
Tanah Tanah view laut di Bumbang dekat Kuta Mandalika Pujut Lombok Tengah Tanah view laut di Bumbang dekat Kuta Mandalika code Luas tanah Ideal untuk villa,Tanah view laut di Bumbang dekat Kuta Mandalika code 277 Luas tanah 20000 m2 Ideal untuk villa,Tanah,,Mertak,Pujut,Lombok Tengah,8000000000,8.00,,,,,,20000
Tanah Tanah Dekat Skip Brimob Cocok Untuk PerumahanMataram Kota Mataram Tanah dekat SKIP Brimob cocok untuk perumahan code Luas tanah ( hektar) Sertifikat,Tanah dekat SKIP Brimob cocok untuk perumahan code 389 Luas tanah 11400 m2 (114 hektar) Sertifikat,Tanah,,Kelurahan Ampenan Selatan,Ampenan,Kota Mataram,9690000000,9.69,,,,,,11400
Tanah TotalTanah kapling kuta mandalika Pujut Lombok Tengah Tanah kapling kuta mandalika code luas tanah SHM Cocok untuk villa penginapan dll harga,Tanah kapling kuta mandalika code 276 luas tanah 561 m2 SHM Cocok untuk villa penginapan dll harga,Tanah,SHM,Kuta,Pujut,Lombok Tengah,1400000000,1.40,,,,,,561
Rumah an per bulanvilla mewah view laut di Kuta Mandalika Pujut Lombok Tengah villa mewah view laut di Kuta Mandalika code - Luas tanah - Luas bangunan -,villa mewah view laut di Kuta Mandalika code 323 - Luas tanah 2250m2 - Luas bangunan 350m2 -,Villa,,Kuta,Pujut,Lombok Tengah,9500000000,9.50,4,4,,,350,2250
Tanah Dijual Tanah Cantik dan Luas di Lombok Tengah Nusa Tenggara BaratPujut Lombok Tengah SPESIFIKASI - Luas Tanah Are ( ) - Surat SHM - Hadap Los Pantai - Lokasi,SPESIFIKASI - Luas Tanah 127 Are ( 12700 m2 ) - Surat SHM - Hadap Los Pantai - Lokasi 10,Tanah,SHM,,Pujut,Lombok Tengah,19050000000,19.05,,,,,,12700
Rumah an per bulanDijual Hotel Model Cottage Kawasan Wisata Lombok BaratSenggigi Lombok Barat - Harga jual M - Sertifikasi SHGBan PT - Luas Tanah - Cottage - Dilengkapi berbagai,- Harga jual 20 M - Sertifikasi SHGBan PT - Luas Tanah 2780 m2 - 16 Cottage - Dilengkapi berbagai,Rumah,SHGB,Senggigi,Batu Layar,Lombok Barat,20000000000,20.00,,,,,,2780
Ruang Usaha TotalThe boutique n resort bintang di lombokBatu Layar Lombok Barat The Boutique hotel * lokasi langsung depan pantai di lombok Luas tanah m Luas bangunan m,The Boutique hotel 4* lokasi langsung depan pantai di lombok Luas tanah 8385m Luas bangunan 1247m,Resort,,,Batu Layar,Lombok Barat,23000000000,23.00,15,25,,,1247,8385
Tanah TotalTanah bukit view laut di Gili Gede LombokSekotong Tengah Lombok Barat Tanah bukit view laut di Gili Gede Lombok code Luas tanah ( are) Lokasi sangat bagus,Tanah bukit view laut di Gili Gede Lombok code 137 Luas tanah 600 m2 (6 are) Lokasi sangat bagus,Tanah,,Sekotong Tengah,Sekotong,Lombok Barat,400000000,0.40,,,,,,600
Rumah an per bulanJual Cepat Rumah di Kompleks Perumahan Meninting Garden LombokBatu Layar Lombok Barat JUAL CEPAT EDISI TURUN HARGA!! Rumah di kompleks perumahan Meninting Garden Lombok Kompleks aman,JUAL CEPAT EDISI TURUN HARGA!! Rumah di kompleks perumahan Meninting Garden Lombok Kompleks aman,Rumah,,Meninting,Batu Layar,Lombok Barat,800000000,0.80,3,2,,,100,137
Tanah Villa pantaibeach house dijual di Kuta Mandalika LombokPujut Lombok Tengah Villa pantaibeach house dijual di Kuta Mandalika Lombok code Luas tanah ( are),Villa pantaibeach house dijual di Kuta Mandalika Lombok code 300 Luas tanah 4000 m2 (40 are),Villa,,Kuta,Pujut,Lombok Tengah,12800000000,12.80,,,,,,4000
Tanah Total sqm land with ocean view on Senggigi HillSenggigi Lombok Barat This sqm land is located on Senggigi hill in a very quiet area and offers a spectacular view,This 657 sqm land is located on Senggigi hill in a very quiet area and offers a spectacular view,Tanah,,Senggigi,Batu Layar,Lombok Barat,1370000000,1.37,,,,,,657
Tanah Total sqm land with ocean view on Senggigi HillSenggigi Lombok Barat This sqm land is located on Senggigi hill in a very quiet area and offers a spectacular view,This 604 sqm land is located on Senggigi hill in a very quiet area and offers a spectacular view,Tanah,,Senggigi,Batu Layar,Lombok Barat,1260000000,1.26,,,,,,604
Tanah Total sqm plot of land in Gili AirGili Air Lombok Utara This sqm land (HAK Milik certificate) is located on the north-west side of Gili Air in a very,This 974 sqm land (HAK Milik certificate) is located on the north-west side of Gili Air in a very,Tanah,SHM,Gili Indah,Pemenang,Lombok Utara,1530000000,1.53,,,,,,974
Rumah an per bulan-BR tropical pool villa in Gili AirGili Air Lombok Utara Ideally located in the north part of Gili Air island a mere meters from the beach this astonishing,Ideally located in the north part of Gili Air island a mere 200 meters from the beach this astonishing,Rumah,,Gili Indah,Pemenang,Lombok Utara,3400000000,3.40,2,2,,,190,212
Rumah an per bulanVilla Lombok barat di Perumahan Puri Mansion!!! VBatu Layar Lombok Barat Dijual Murah Villa Lombok barat di Perumahan Puri Mansion!!! Lokasi Meninting Batu Layar Luas,Dijual Murah Villa Lombok barat di Perumahan Puri Mansion!!! Lokasi Meninting Batu Layar Luas,Villa,,Meninting,Batu Layar,Lombok Barat,600000000,0.60,2,2,,,140,130
"Rumah an per bulanRumah Mataram di Perumahan Taman Indah Pagesangan
RMataram Kota Mataram Rumah Mataram di Perumahan Taman Indah Pagesangan Lokasi Jl Karawang Pagesangan timur Mataram",Rumah Mataram di Perumahan Taman Indah Pagesangan Lokasi Jl Karawang Pagesangan timur Mataram,Rumah,,Kelurahan Pagesangan Timur,Mataram,Kota Mataram,1600000000,1.60,3,3,,,200,355
Rumah an per bulanRumah subsidi Lombok barat Bumi Sultan Glogor Kediri SKediri Lombok Barat Rumah subsidi Lombok barat Bumi Sultan Glogor Kediri Lokasi Jl TGH Abdul Karim Kediri Luas,Rumah subsidi Lombok barat Bumi Sultan Glogor Kediri Lokasi Jl TGH Abdul Karim Kediri Luas,Rumah,,Gelogor,Kediri,Lombok Barat,168000000,0.17,2,1,,,27,70
Rumah an per bulanABSOLUTE BEACHFRONT COMFORTABLE FREEHOLD VILLA IN IN LOMBOK VLGangga Lombok Utara This absolutely beautiful freehold beachfront real estate with stunning views of mount agung is located,This absolutely beautiful freehold beachfront real estate with stunning views of mount agung is located,Villa,SHM,,Gangga,Lombok Utara,9800000000,9.80,5,5,,,762,1100
Tanah TotalPulau Gili Asahan LombokGili Asahan Lombok Barat Di jual tanah di pulau Gili asahan Lombok Luas ha Harga jtare *( Mily IDR nego )* Ocasa,Di jual tanah di pulau Gili asahan Lombok Luas 50 ha Harga 125 jtare *( 625 Mily IDR nego )* Ocasa9312,Tanah,,Batu Putih,Sekotong,Lombok Barat,625000000000,625.00,,,,,,500000
Rumah an per bulanTROPICAL FREEHOLD VILLAS IN GILI AIR VLGili Air Lombok Utara This freehold tropical real estate complex is located in a quiet neighborhood of Gili Air This villa,This freehold tropical real estate complex is located in a quiet neighborhood of Gili Air This villa,Villa,SHM,Gili Indah,Pemenang,Lombok Utara,10000000000,10.00,6,5,,,480,800
Tanah TotalTanah di selaparang lombok cocok untuk ruko dan rumahMataram Kota Mataram Tanah dijual di jalan Utama Selaparang-Mataram-Lombok Lokasi sangat strategis dekat dengan SPBU,Tanah dijual di jalan Utama Selaparang-Mataram-Lombok Lokasi sangat strategis dekat dengan SPBU,Tanah,,,Selaparang,Kota Mataram,15100000000,15.10,,,,,,1890
Rumah an per bulanRumah di Lombok barat lantai type M di Lingsar RLingsar Lombok Barat Dijual Rumah di Lombok barat lantai type M di Lingsar R Free AC Water Heater Lokasi,Dijual Rumah di Lombok barat 2 lantai type 350400 M2 di Lingsar R201 Free AC Water Heater Lokasi,Rumah,,Lingsar,Lingsar,Lombok Barat,2300000000,2.30,7,3,,,350,400
Rumah an per bulanRumah di Lombok barat di Montong Batu Layar RBatu Layar Lombok Barat Dijual Rumah di Lombok barat di Montong Batu Layar Lokasi Montong Batulayar Luas type,Dijual Rumah di Lombok barat di Montong Batu Layar Lokasi Montong Batulayar Luas type 52130,Rumah,,Batulayar,Batu Layar,Lombok Barat,370000000,0.37,2,1,,,52,120
Tanah TotalTanah di jalan Garuda CakranegaraMataram Kota Mataram Tanah di jalan Garuda Cakranegara Luas tanah Lokasi strategis dekat dari beberapa city hotel,Tanah di jalan Garuda Cakranegara Luas tanah 285 m2 Lokasi strategis dekat dari beberapa city hotel,Tanah,,Kelurahan Cakranegara Barat,Cakranegara,Kota Mataram,1400000000,1.40,,,,,,285
Rumah an per bulanPerumahan Villa Sandik di Batu Layar Lombok barat RBatu Layar Lombok Barat Perumahan Villa Sandik di Batu Layar Lombok barat UNIT PESAN BANGUN!!! Lokasi Jl Pariwisata Sandik,Perumahan Villa Sandik di Batu Layar Lombok barat UNIT PESAN BANGUN!!! Lokasi Jl Pariwisata Sandik,Rumah,,Sandik,Batu Layar,Lombok Barat,270000000,0.27,2,1,,,36,100
Rumah an per bulanRumah di BTN Monjok Selaparang Mataram RCakranegara Mataram Dijual Rumah BTN di Monjok Selaparang Mataram Lokasi Jl Ade Irma Suryani Monjok Perluasan Luas,Dijual Rumah BTN di Monjok Selaparang Mataram Lokasi Jl Ade Irma Suryani Monjok Perluasan Luas,Rumah,,Kelurahan Monjok,Selaparang,Kota Mataram,450000000,0.45,3,2,,,100,160
Rumah an per bulanVILLA KRANDANGAN LOMBOK BARATSenggigi Lombok Barat - Sejuk dan nyaman - Lingkungan Aman dan Bersahabat - View pantai sengigi - Terawat &nbsp;,- Sejuk dan nyaman - Lingkungan Aman dan Bersahabat - View pantai sengigi - Terawat &nbsp;,Rumah,,Senggigi,Batu Layar,Lombok Barat,7000000000,7.00,3,3,,,400,500
Tanah Tanah di pinggir jalan raya MajapahitMataram Kota Mataram Tanah di pinggir jalan raya Majapahit code Luas tanah ( are) Lebar depan meter,Tanah di pinggir jalan raya Majapahit code 321 Luas tanah 1100 m2 (11 are) Lebar depan 25 meter,Tanah,,Kelurahan Taman Sari,Ampenan,Kota Mataram,9350000000,9.35,,,,,,1100
Tanah Tanah HGU Hektar di Lombok Timur Nusa Tenggara BaratSambelia Lombok Timur Dijual tanah hektar HGU di Sambelia Lombok Timur Nusa Tenggara Barat Lokasi strategis dipinggir,Dijual tanah 100 hektar HGU di Sambelia Lombok Timur Nusa Tenggara Barat Lokasi strategis dipinggir,Tanah,HGU,Desa Sambelia,Kecamatan Sambelia,Lombok Timur,55000000000,55.00,,,,,,1000000
Tanah TotalLand at Lombok islandSenggigi Lombok Barat ~ LAND at Lombok island LT m SHM sertifikat m dr pantai Hrg Rp M,~ LAND at Lombok island LT 55402 m SHM 5 sertifikat 350 m dr pantai Hrg Rp 25 M,Tanah,SHM,Senggigi,Batu Layar,Lombok Barat,25000000000,25.00,,,,,,55402
Rumah an per bulanRumah Nuansa Villa di Kompleks Senggigi One LombokSenggigi Lombok Barat Rumah nuansa villa di kompleks senggigi one Lombok code Luas tanah Luas bangunan,Rumah nuansa villa di kompleks senggigi one Lombok code 197 Luas tanah 120 m2 Luas bangunan 100,Rumah,,Senggigi,Batu Layar,Lombok Barat,1300000000,1.30,2,3,,,100,120
Tanah Tanah cocok untuk komersial area di LombokBayan Lombok Utara Lokasi dekat dengan lautRp jtare,Lokasi dekat dengan lautRp 23jtare,Tanah,,,Bayan,Lombok Utara,6000000000,6.00,,,,,,20000
Tanah Tanah Murah Los Pantai Pink Cocok Hotel dan VillaJerowaru Lombok Timur Kami menawarkan lahan seluas ( ha) los pantai yang berlokasi di Pantai Pink Desa Sekaroh Jerowaru,Kami menawarkan lahan seluas (21 ha) los pantai yang berlokasi di Pantai Pink 1 Desa Sekaroh Jerowaru,Tanah,,Desa Sekaroh,Kecamatan Jerowaru,Lombok Timur,9450000000,9.45,,,,,,21000
Rumah an per bulanvila di sekotong lombok baratSekotong Tengah Lombok Barat Vila pribadi lantai dengan kolam renang air laut yg sudah difilter ukuran x m plus kolam renang,Vila pribadi 2 lantai dengan kolam renang air laut yg sudah difilter ukuran 11 x 5m plus kolam renang,Rumah,,Sekotong Tengah,Sekotong,Lombok Barat,9900000000,9.90,5,3,,,408,2527
EXCLUSIVE RESORT & SPA Senggigi LOMBOK Consist of 8 Unit Villas,PRIVATE RESORT SPA WITH 8 UNITS VILLA AT SENGGIGI LOMBOK Free Hold Land Size 900m2 Total Building Size 1000m2 8 UNIT VILLAS The villa features 2 bedrooms 2 bathrooms bed linen towels a flat-screen TV with satellite channels a dining area a fully equipped kitchen and a patio with pool views Sun Terrace Outdoor Swimming Pool Free Wifi Garden  Private Parking Distance : 23 km to Batu Bolong 29 km to Bangsal Harbour 435 km to Lombok Intenational Airport  Price IDR Negotiable More Info MRahman Hakim  INDOLION PROPERTY  agng,Resort,,Senggigi,Batu Layar,Lombok Barat,16000000000,16.00,16,16,,,1000,900
Rumah di pinggir jalan kota Mataram,Rumah di pinggir jalan kota Mataram  code : 399 Luas tanah 450 m2 (45 are)  Lokasi stratetgis pusat kota  Dekat dari beberapa sekolah Negri dan kantor Pemerintahan  Cocok untuk kantor Harga 55 Milyar,Rumah,,,,Kota Mataram,5500000000,5.50,3,,,,300,450
Rumah dekat jl Koperasi Pejeruk Ampenan,Rumah dekat jl Koperasi Pejeruk Ampenan  code : 952 Luas tanah 256 m2  Terdiri dari 3 kamar tidur + 3 kamar mandi  Ruang tamu ruang keluarga Halaman masih luas untuk dikembangkan  Harga 13 Milyar,Rumah,,Kelurahan Pejeruk,Ampenan,Kota Mataram,1300000000,1.30,3,3,,,150,256
Villa di Batu Layar dekat Senggigi,Villa di Batu Layar dekat Senggigi code : 236Luas tanah 425 m2Terdiri dari 3 kamar tidur + 5 kamar mandi Ruang tamu ruang keluarga dapur 1 Gazebo Kolam renang 4x9 mListrik 6600 Sumur galian dan PDAM Harga 22 Milyar,Villa,,Senggigi,Batu Layar,Lombok Barat,2200000000,2.20,3,5,,,200,425
Villa view laut di Batu layar Senggigi,Villa view laut di Batu layar Senggigicode : 253Luas tanah 1000 m2 Luas bangunan 500 m2 Terdiri dari 5 kamar tidurRuang tamu ruang keluarga dapur Kolam renang Harga 14 Milyar,Villa,,Senggigi,Batu Layar,Lombok Barat,14000000000,14.00,5,,,,500,1000
Rumah dan tanah pinggir jalan Panjitilar,Rumah dan tanah pinggir jalan Panjitilar  code : 403 Luas tanah 658 m2 (658 are)  Bentuk tanah persegi  Lebar depan 16 meter Cocok untuk kantorcity hotel Ruko dan usaha lainnya  Harga 35 Milyar,Rumah,,Kelurahan Tanjung Karang,Sekarbela,Kota Mataram,3500000000,3.50,3,,,,500,658
Rumah di Perumnas,Rumah di Perumnas  code : 838Luas tanah 266 m2 terdiri dari 3 kamar tidur + 2 kamar mandi Ruang tamu ruang keluarga dapur Jalan depan rumah sudah hotmix Cocok untuk dijadikan tempat usaha Dekat dari lapangan dan pasar perumnasMasih ada halaman kosong untuk dikembangkan Bisa akses mobil papasan Harga 600 juta nego,Rumah,,Kelurahan Tanjung Karang Permai,Sekarbela,Kota Mataram,600000000,0.60,3,2,,,250,266
Rumah di pinggir jalan raya utama kota Mataram Lombok,Rumah di pinggir jalan raya utama kota Mataram Lombok  code : 780 Luas tanah 1000 m2 (10 are) Terdiri dari 6 kamar tidur + kamar mandi Ruang keluarga dapur Lebar depan 20 meter  Cocok untuk Kantor Lokasi strategis di daerah pusat pemerintahan  Harga 8 Milyar,Rumah,,Kelurahan Mataram Barat,Selaparang,Kota Mataram,8000000000,8.00,6,6,,,400,1000
2 lokal toko dan rumah di pinggir jalan raya Monjok Kota Mataram Lombok,2 lokal toko dan rumah di pinggir jalan raya Monjok Kota Mataram  code : 675  Luas tanah keseluruhan 275 m2 Terdiri dari 2 lokal toko dengan ukuran 12 x 20 m Dibelakang toko terdapat rumah dengan 2 kamar tidur 2 kamar mandi ruang tamu ruang keluarga garasi konstruksi 2 lantai Lokasi strategis di tengah kota di daerah Monjok Lokasi pinggir jalan raya Cocok untuk toko kantor dan rumah tinggal Harga jual 15 Milyar,Ruko,,Kelurahan Monjok,Selaparang,Kota Mataram,1500000000,1.50,2,2,,,175,275
Rumah siap huni bangunan baru,Rumah siap huni bangunan barucode : 988 Bangunan paten di jaminLokasi di kompleks perumahan Sandik Luas tnah 150 m²Lantai 2 full bangunan3 kamar tidur: 2 di bawah+1 di atas3 kmar mandi 2 KM pakai kloset duduk satu pkai yg biasaRuang tamu Ruang keluargaDi atas ada ruang kluarga Dan balkon teras atasDapur sudah pasang kitcensetGarasiPlus isi :Tempat tidurSofaAcLokasi Sangat aman dan nyaman 24 jam satpamLokasi pinggir jln utamaFasilitas umum dekat alfamart dan pertokoan jlan utama dkat dgan tman sa/ndiksekolahpuskesmas Dll(Tidak pernah banjir)Harga Rp 450 juta,Rumah,,Sandik,Batu Layar,Lombok Barat,450000000,0.45,3,2,,,100,148
Villa di sentral Senggigi,Villa di sentral Senggigi code :356Luas tanah 360 m2 Bangunan lantai 2 4 kamar tidur + 4 kamar mandiRuang tamu ruang keluarga dapur Kolam renang pribadi Full Furniture Bisa jalan kaki menuju pantaiHarga Rp 4 Milyar,Villa,,Senggigi,Batu Layar,Lombok Barat,4000000000,4.00,4,4,,,300,360
Rumah di Green kodya Jl Gajahmada Mataram,Rumah di Green kodya Jl Gajahmada Mataramcode : 981Luas tanah 170 m2 Full Bangunan 3 kamar tidur + 3 kamar mandi Ruang tamu ruang keluarga dapur GudangGarasi 2 mobil Tempat jemur di lantai atas Kompleks aman dan nyaman Dekat dari kampus IAIN Dijual beserta furniture Harga Rp 14 Milyar nego,Rumah,,Kelurahan Pagutan Barat,Mataram,Kota Mataram,1400000000,1.40,3,3,,,120,170
Rumah dijual Btn taman indah depan mall epicentrum,Rumah dijual Btn taman indah depan mall epicentrum code : 468Luas tanah 300 m2 (3 are) Ukuran 15 x 20 meter Luas bangunan 150 m2 Lokasi hook/pojok Harga 15 Milyar,Rumah,,Kelurahan Pagesangan Timur,Mataram,Kota Mataram,1500000000,1.50,3,,,,150,300
Villa mewah full view laut di Kuta Mandalika,Villa mewah full view laut di Kuta Mandalika code : 319Property bintang lima dengan fasilitas mewah dan terlengkap Pemandangan laut yang menakjubkan Luas tanah 303 m2 Luas bangunan 441 m2 Lantai 23 kamar tidur dilengkapi Air conditionr (AC) dan cable tv3 kamar mandi dilengkapi bathtub dan outdor shower full furnished - western design Dapur dilengkapi kitchenset yang berkualitasKolam renang pribadi seluas 61 m2 Teras/barbeque area Private area parkir Berada di kawasan kompleks elite villa Maintenance dan security 24 jam (lengkap CCTV) harga Rp 805 Milyar,Villa,,Kuta,Pujut,Lombok Tengah,8050000000,8.05,3,3,,full,441,303
Rumah mewah lantai 2 di kompleks Panjitilar,Rumah mewah lantai 2 di kompleks Panjitilar code : 995Luas tanah 187 m2 Luas bangunan 150 m2 3 kamar tidur + 3 kamar mandi Ruang tamu ruang keluarga dapur garasi Kompleks aman dan nyaman security 24 jam Lokasi strategis dekat pusat perbelanjaan dan keramaianHarga Rp 18 Milyar nego,Rumah,,Kelurahan Kekalik Jaya,Sekarbela,Kota Mataram,1800000000,1.80,3,3,,,150,185
Rumah dekat mall Epicentrum,Rumah dekat mall Epicentrum code: 823Luas tanah 468 m2 Terdiri dari 4 kamar tidur Ruang tamu ruang keluarga dapur Halaman belakang masih luas untuk dikembangkanMasih ada space untuk buat kolam renang  Ideal untuk rumah mewah atau kos-kosan eliteHanya 50 meter dari jalan raya sriwijaya Akses jalan lebar bisa 2 mobil papasan Harga 185 Milyar,Rumah,,Kelurahan Mataram Barat,Selaparang,Kota Mataram,1850000000,1.85,4,,,,200,468
Rumah di Meninting Garden Lombok,Rumah di Meninting Garden Lombok code : 822 Luas tanah 127 m2  Terdiri dari 3 kamar tidur + 2 kamar mandi  Ruang tamu ruang keluarga dapur garasi  Harga 650 juta,Rumah,,Meninting,Batu Layar,Lombok Barat,650000000,0.65,3,2,,,90,127
Rumah / Villa nuansa Italia di Bukit Tohano Kerandangan dekat Senggigi,Villa eksklusif dengan nuansa Italia di Kerandangan dekat Senggigi Villa dengan desain Italia yang menakjubkan Villa modern yang indah ini terletak di Lembah  Kerandangan 15 km masuk dari jalan utama Senggigi  di Bukit Tohano Development yang eksklusif dekat  Cagar Alam dekat dari Kerandangan park 52 meter  diatas permukaan laut Tangga yang unik dan jarang ada di Lombok merupakan  hasil rancangan arsitek Italia Penjualan rumah dengan desain seperti ini sangat  jarang terjadi karena desainnya yang unik Rumah ini  sangat cocok untuk investasi untuk menjauh dari  polusi dan keramaian kota untuk masa pensiun  untukliburan dan untuk para pecinta alam Dibangun pada tahun 2018 rumah ini tidak  menggunakan struktur kayu sehingga aman dari  gangguan rayap dan serangga Spesifikasi: Luas tanah: 725 m2 Luas bangunan: 305 m2 Sertifikat: SHM Harga: 45 Milyar Rincian: 4 kamar tidur besar berprabotan lengkap 3 kamar mandi modern berlantai keramik dapur 32 m2 dapur dan binatu menggunakan stainless steel  kualitas terbaik garasi tertutup ukuran 24 m2 dilengkapi dengan  bangku kerja tangga baja yang dirancang arsitek konstruksi tahan api dan anti rayap penampung air hujan di atap yang dilengkapi filter  pembersih air  pagar penuh dan dilengkapi 8-CCTV Fasilitas: Bisa masuk 3 mobil Dekat Kawasan Bisnis Dekat Pusat Perbelanjaan Dekat Tempat Ibadah,Villa,SHM,Senggigi,Batu Layar,Lombok Barat,4500000000,4.50,4,3,,,305,725
Rumah di Bale Pelangi Sandik Lombok,Rumah di Bale Pelangi Sandik code : 851Luas tanah 118 m2 Terdiri dari 2 kamar tidur + 1 kamar mandi Ruang tamu ruang keluarga dapur garasi Masih ada sisa halaman kosong untuk dikembangkan Harga 460 juta,Rumah,,Sandik,Batu Layar,Lombok Barat,460000000,0.46,2,1,,,90,118
2 unit villa pinggir pantai Sekotong Lombok,2 unit villa pinggir pantai Sekotong Lombok  code : 308 Lokasi pinggir jalan raya Sekotong Langsung pantai Luas Total 3400 m2 Luas Bangunan total 240 m2 Tanah kosong pinggir pantai 1800 m2 (18 are)  2 unit villa dengan spesifikasi masing - masing:   - Luas tanah 3400 m2    - Luas bangunan 120 m2    - 2 kamar tidur + 2 kamar mandi    - ruang tamu ruang keluarga dapur    - kolam renang pribadi menghadap pantai/laut Sertifikat Hak Milik  Listrik dan air tersedia  Akses mudah menuju ke berbagai Gili di Sekotong  Harga keseluruhan 75 Milyar,Villa,SHM,Sekotong Barat,Sekotong,Lombok Barat,7500000000,7.50,4,4,,,240,3400
Villa dengan halaman luas di Kerandangan Senggigi Lombok,Villa dengan halaman luas di Kerandangan Senggigi Lombok code : 325 Luas tanah villa 467 m2  Luas tanah kosong 1100 m2  Luas bangunan 180 m2  View perbukitan yang asri dan sejuk  Terdiri dari 3 kamar tidur + kamar mandi dalam  Ruang tamu ruang keluarga dapur laundry room  1 kamar pembantu + kamar mandi  Sertifikat Hak Milik 5 menit menuju senggigi 10 menit menuju kota mataram 1 jam menuju bandara Internasional lombok Harga keseluruhan 29 Milyar,Villa,SHM,Senggigi,Batu Layar,Lombok Barat,2900000000,2.90,3,3,,,180,1567
Rumah di pinggir jalan raya Monjok baru,Rumah di pinggir jalan raya Monjok baru  code : 445 Luas tanah 1206 m2  ( Bisa dibeli sebagian )  Sertifikat Hak Milik  Cocok untuk Ruko toko kantorgudang rumah tinggal dll  Dekat dari pasar Cemare  Harga 35 juta/m ( 350 juta/are),Rumah,SHM,Kelurahan Monjok,Selaparang,Kota Mataram,4200000000,4.20,4,,,,300,1206
Rumah Mewah 3 lantai di Perum Elite Mataram R218,Rumah Mewah 3 lantai di Perum Elite Mataram Lokasi : Jl TGH Ali batu Lingkar Selatan Pagutan Luas : 536/324 M2 Harga : /global Keterangan : - Free AC lemari water heater mesin air dan 2 tandon - 4 kamar tidur - 6 kamar mandi - Listrik 2200 kwh - Air PDAM - Toko 1 lantai ukuran  4x14 meter - Garasi - Lebar jalan depan ± 10 meter - Jarak ke jalan raya utama ± 200 meter - Konstruksi bangunan rumah tahan gempa - Desain bangunan layaknya Villa/Hotel - Lokasi strategis dekat dengan kantor Pemerintah kota Mataram SPBU komplek pertokoan dan Perumahan di Lingkar Selatan,Rumah,,Kelurahan Jempong Baru,Sekarbela,Kota Mataram,2350000000,2.35,4,6,3,,536,324
Rumah Mataram plus 4 toko pinggir jalan di Karang Sukun R302,Rumah Mataram plus 4 toko pinggir jalan di Karang Sukun R302 Lokasi : Jl Amir Hamzah Karang Sukun Luas : 265/463 M2 Harga : /global Harga sewa rumah : /tahun Keterangan : - 3 kamar tidur - 3 kamar mandi - Listrik rumah 1300 kwh - Ukuran rumah 875 x 15 meter - Toko 1 : 38 x 9 meter ( Listrik 1300 kwh) - Toko 2 : 38 x 9 meter ( Listrik 1300 kwh) - Toko 3 : 4 x 9 meter (Listrik 2200 kwh) - Toko 4 : 28 x 9 meter (Listrik 1300 kwh) - Harga sewa toko mulai dari /tahun - Pembayaran bisa dicicil 2 tahun dengan skema : DP : Angsuran 1 : bulan Mei 2023 Angsuran 2 : bulan Mei 2024 - Lokasi strategis dekat ke Pasar Sekolah Rumah sakit Universitas tempat ibadah dll - Legalitas SHM,Ruko,SHM,Kelurahan Mataram Timur,Mataram,Kota Mataram,4900000000,4.90,3,3,,,26,463
Villa Lombok tengah type 82/123 M2 di komplek Villa Kuta Mansion V043,Villa Lombok tengah type 82/123 M2 di komplek Villa Kuta Mansion V043 Lokasi : Kuta Lombok tengah Luas : 82/123 M2 Harga : /global Keterangan : - Villa baru dibangun - Kondisi 95% tinggal proses finishing - 1 kamar tidur - 1 kamar mandi - Dilengkapi dengan smart home Sistem - 3 unit CCTV smart light dan sensor gerak - Bisa dikontrol jarak jauh melalui smartphone - Listrik 3500 kwh + panel surya - Air sumur bor - Jarak ke jalan raya ± 150 meter - Lokasi strategis dekat ke Pantai Kuta pom bensin Cafe Restoran Hotel dll - Hanya 5 menit ke Sirkuit Moto GP - Legalitas SHM,Villa,SHM,Kuta,Pujut,Lombok Tengah,800000000,0.80,1,1,,,82,123
PUSAT KOTA SUDAH RENOV Rumah Minimalis Graha Permata Kota Mataram Full Furnished,PUSAT KOTA 5 MENIT KE TRANSMART  Rumah Siap Huni Full Furnished Graha Permata Kota Mataram TINGGAL BAWA KOPER SAJA Rumah Terawat sudah ada Perabot  Surat Hak Milik IMB PBB Lengkap Luas Tanah 104m2 Sudah Full Bangunan Kamar Tidur 2 Kamar Mandi 2 AC 2 Unit Kithen Set Meja Makan Baru Kursi Sofa Lipat Baru Mesin Cuci dll JUAL CEPAT MAU PINDAH Harga Nego More Info Agung Ade Indradi INDOLION PROPERTY,Rumah,SHM,Kelurahan Selagalas,Sandubaya,Kota Mataram,700000000,0.70,2,2,,full,,104
